Date,Close
2024-09-04 00:00:00-04:00,140.8699951171875
2024-09-05 00:00:00-04:00,139.44000244140625
2024-09-06 00:00:00-04:00,134.35000610351562
2024-09-09 00:00:00-04:00,138.14999389648438
2024-09-10 00:00:00-04:00,142.83999633789062
2024-09-11 00:00:00-04:00,149.86000061035156
2024-09-12 00:00:00-04:00,150.77000427246094
2024-09-13 00:00:00-04:00,152.30999755859375
2024-09-16 00:00:00-04:00,152.0800018310547
2024-09-17 00:00:00-04:00,150.82000732421875
2024-09-18 00:00:00-04:00,148.2899932861328
2024-09-19 00:00:00-04:00,156.74000549316406
2024-09-20 00:00:00-04:00,155.9499969482422
2024-09-23 00:00:00-04:00,156.75
2024-09-24 00:00:00-04:00,158.32000732421875
2024-09-25 00:00:00-04:00,162.02000427246094
2024-09-26 00:00:00-04:00,167.49000549316406
2024-09-27 00:00:00-04:00,164.35000610351562
2024-09-30 00:00:00-04:00,164.0800018310547
2024-10-01 00:00:00-04:00,159.75
2024-10-02 00:00:00-04:00,159.77999877929688
2024-10-03 00:00:00-04:00,162.85000610351562
2024-10-04 00:00:00-04:00,170.89999389648438
2024-10-07 00:00:00-04:00,170.97000122070312
2024-10-08 00:00:00-04:00,172.8000030517578
2024-10-09 00:00:00-04:00,171.02000427246094
2024-10-10 00:00:00-04:00,164.17999267578125
2024-10-11 00:00:00-04:00,167.88999938964844
2024-10-14 00:00:00-04:00,165.27000427246094
2024-10-15 00:00:00-04:00,156.63999938964844
2024-10-16 00:00:00-04:00,156.1300048828125
2024-10-17 00:00:00-04:00,156.25
2024-10-18 00:00:00-04:00,155.97000122070312
2024-10-21 00:00:00-04:00,157.89999389648438
2024-10-22 00:00:00-04:00,154.08999633789062
2024-10-23 00:00:00-04:00,152.91000366210938
2024-10-24 00:00:00-04:00,153.44000244140625
2024-10-25 00:00:00-04:00,156.22999572753906
2024-10-28 00:00:00-04:00,159.9199981689453
2024-10-29 00:00:00-04:00,166.25
2024-10-30 00:00:00-04:00,148.60000610351562
2024-10-31 00:00:00-04:00,144.07000732421875
2024-11-01 00:00:00-04:00,141.86000061035156
2024-11-04 00:00:00-05:00,140.7100067138672
2024-11-05 00:00:00-05:00,141.66000366210938
2024-11-06 00:00:00-05:00,145.10000610351562
2024-11-07 00:00:00-05:00,149.82000732421875
2024-11-08 00:00:00-05:00,147.9499969482422
2024-11-11 00:00:00-05:00,147.35000610351562
2024-11-12 00:00:00-05:00,143.6300048828125
2024-11-13 00:00:00-05:00,139.3000030517578
2024-11-14 00:00:00-05:00,138.83999633789062
2024-11-15 00:00:00-05:00,134.89999389648438
2024-11-18 00:00:00-05:00,138.92999267578125
2024-11-19 00:00:00-05:00,139.38999938964844
2024-11-20 00:00:00-05:00,137.60000610351562
2024-11-21 00:00:00-05:00,137.49000549316406
2024-11-22 00:00:00-05:00,138.35000610351562
2024-11-25 00:00:00-05:00,141.1300048828125
2024-11-26 00:00:00-05:00,137.72000122070312
2024-11-27 00:00:00-05:00,136.24000549316406
2024-11-29 00:00:00-05:00,137.17999267578125
2024-12-02 00:00:00-05:00,142.05999755859375
2024-12-03 00:00:00-05:00,141.97999572753906
2024-12-04 00:00:00-05:00,143.99000549316406
2024-12-05 00:00:00-05:00,141.36000061035156
2024-12-06 00:00:00-05:00,138.58999633789062
2024-12-09 00:00:00-05:00,130.8699951171875
2024-12-10 00:00:00-05:00,127.73999786376953
2024-12-11 00:00:00-05:00,130.14999389648438
2024-12-12 00:00:00-05:00,130.60000610351562
2024-12-13 00:00:00-05:00,126.91000366210938
2024-12-16 00:00:00-05:00,126.69000244140625
2024-12-17 00:00:00-05:00,125.0199966430664
2024-12-18 00:00:00-05:00,121.41000366210938
2024-12-19 00:00:00-05:00,118.87999725341797
2024-12-20 00:00:00-05:00,119.20999908447266
2024-12-23 00:00:00-05:00,124.5999984741211
2024-12-24 00:00:00-05:00,126.29000091552734
2024-12-26 00:00:00-05:00,125.05999755859375
2024-12-27 00:00:00-05:00,125.19000244140625
2024-12-30 00:00:00-05:00,122.44000244140625
2024-12-31 00:00:00-05:00,120.79000091552734
2025-01-02 00:00:00-05:00,120.62999725341797
2025-01-03 00:00:00-05:00,125.37000274658203
2025-01-06 00:00:00-05:00,129.5500030517578
2025-01-07 00:00:00-05:00,127.33000183105469
2025-01-08 00:00:00-05:00,121.83999633789062
2025-01-10 00:00:00-05:00,116.04000091552734
2025-01-13 00:00:00-05:00,117.31999969482422
2025-01-14 00:00:00-05:00,116.08999633789062
2025-01-15 00:00:00-05:00,119.95999908447266
2025-01-16 00:00:00-05:00,118.44000244140625
2025-01-17 00:00:00-05:00,121.45999908447266
2025-01-21 00:00:00-05:00,122.27999877929688
2025-01-22 00:00:00-05:00,123.75
2025-01-23 00:00:00-05:00,123.04000091552734
2025-01-24 00:00:00-05:00,122.83999633789062
2025-01-27 00:00:00-05:00,115.01000213623047
2025-01-28 00:00:00-05:00,114.16999816894531
2025-01-29 00:00:00-05:00,117.3499984741211
2025-01-30 00:00:00-05:00,118.86000061035156
2025-01-31 00:00:00-05:00,115.94999694824219
2025-02-03 00:00:00-05:00,114.2699966430664
2025-02-04 00:00:00-05:00,119.5
2025-02-05 00:00:00-05:00,112.01000213623047
2025-02-06 00:00:00-05:00,110.16000366210938
2025-02-07 00:00:00-05:00,107.55999755859375
2025-02-10 00:00:00-05:00,110.4800033569336
2025-02-11 00:00:00-05:00,111.0999984741211
2025-02-12 00:00:00-05:00,111.72000122070312
2025-02-13 00:00:00-05:00,111.80999755859375
2025-02-14 00:00:00-05:00,113.0999984741211
2025-02-18 00:00:00-05:00,114.27999877929688
2025-02-19 00:00:00-05:00,114.69000244140625
2025-02-20 00:00:00-05:00,114.16999816894531
2025-02-21 00:00:00-05:00,110.83999633789062
2025-02-24 00:00:00-05:00,108.11000061035156
2025-02-25 00:00:00-05:00,103.95999908447266
2025-02-26 00:00:00-05:00,104.73999786376953
2025-02-27 00:00:00-05:00,99.51000213623047
2025-02-28 00:00:00-05:00,99.86000061035156
2025-03-03 00:00:00-05:00,98.2300033569336
2025-03-04 00:00:00-05:00,100.75
2025-03-05 00:00:00-05:00,101.66999816894531
2025-03-06 00:00:00-05:00,98.8499984741211
2025-03-07 00:00:00-05:00,100.30999755859375
2025-03-10 00:00:00-04:00,96.62999725341797
2025-03-11 00:00:00-04:00,96.76000213623047
2025-03-12 00:00:00-04:00,100.79000091552734
2025-03-13 00:00:00-04:00,98.11000061035156
2025-03-14 00:00:00-04:00,100.97000122070312
2025-03-17 00:00:00-04:00,104.58999633789062
2025-03-18 00:00:00-04:00,103.51000213623047
2025-03-19 00:00:00-04:00,106.2300033569336
2025-03-20 00:00:00-04:00,107.13999938964844
2025-03-21 00:00:00-04:00,106.44000244140625
2025-03-24 00:00:00-04:00,113.8499984741211
